,question,ques_id,reference_answer,student_answer,result,grade
4590,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,Only one variable is changed at a time.,correct,4
4591,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,You can control the experiment.,irrelevant,1
4592,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,To do one at a time.,partially_correct_incomplete,3
4593,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,A controlled experiment is when you control it and it is an experiment of yours.,irrelevant,1
4594,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,"Where you control the variables, length, mass, release position. But you cannot control the amount of time it swings.",irrelevant,1
4595,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,The variables can be changed one at a time.,correct,4
4596,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,When you only change one thing and you know the thing is causing it to do something.,correct,4
4597,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,By having everything controlled.,irrelevant,1
4598,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,By not being good.,non_domain,0
4599,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,If it needs to be controlled to make a decision.,irrelevant,1
4600,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,A variable is a controlled experiment.,partially_correct_incomplete,3
4601,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,Something that you do and you control.,irrelevant,1
4602,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,You control the mass of the tire swing.,irrelevant,1
4603,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,"By controlling the swinger, and by changing the different thing.",partially_correct_incomplete,3
4604,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,You controlled the experiment by yourself.,irrelevant,1
4605,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,You can only change one variables.,correct,4
4606,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,By putting everything where it goes.,irrelevant,1
4607,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,A controlled experiment is when you change one variable that is it no more than one variable.,correct,4
4608,How do you define a controlled experiment?,VB_1,An experiment is controlled if only one variable is changed at a time.,A controlled experiment is when you only change one variable at a time.,correct,4
4609,Describe the relationship between the length of the string and the number of swings a swinger makes in 15 seconds.,VB_12d,"The shorter the string is, the more the string swings in 15 seconds.  The longer the string is, the less the string swings in 15 seconds.",The longer the swinger the less swings it makes.,correct,4
